BUYER_STATE,BUYER_COUNTY,YEAR,TOTAL_MME
MT,JEFFERSON,2007,1339044.565704
MT,JEFFERSON,2008,1384128.159908
MT,JEFFERSON,2009,2998151.932178
MT,JEFFERSON,2010,1763328.028975
MT,JEFFERSON,2011,2233296.387698
MT,JEFFERSON,2012,2522592.3160685
MT,JEFFERSON,2013,2953116.354187
MT,JEFFERSON,2014,3199769.80976
MT,JEFFERSON,2015,3105552.158834999
MT,JEFFERSON,2016,2924856.5479119997
MT,JEFFERSON,2017,2889260.661252
MT,JEFFERSON,2018,2901482.719868999
MT,JEFFERSON,2019,2528163.588975
MT,JUDITH BASIN,2006,605.4000000000001
MT,JUDITH BASIN,2007,302.70000000000005
MT,JUDITH BASIN,2008,302.70000000000005
MT,JUDITH BASIN,2009,6855.4
MT,JUDITH BASIN,2010,1630.5472500000003
MT,JUDITH BASIN,2011,1056.1650000000002
MT,JUDITH BASIN,2012,935.14725
MT,JUDITH BASIN,2013,782.6297500000002
MT,JUDITH BASIN,2014,669.9385000000001
MT,JUDITH BASIN,2015,225.0
MT,JUDITH BASIN,2016,254.356
MT,JUDITH BASIN,2017,479.356
MT,JUDITH BASIN,2018,450.0
MT,JUDITH BASIN,2019,141.85600000000002
MT,LAKE,2006,27771074.165019497
MT,LAKE,2007,36044014.297506
MT,LAKE,2008,37336121.2102645
MT,LAKE,2009,36878683.001385
MT,LAKE,2010,40522910.251417994
MT,LAKE,2011,39295161.4133815
MT,LAKE,2012,47553144.59354849
MT,LAKE,2013,44276409.2283915
MT,LAKE,2014,43069022.2374885
MT,LAKE,2015,41416828.246682994
MT,LAKE,2016,41791227.5206436
MT,LAKE,2017,46990953.1170005
MT,LAKE,2018,54750449.737552494
MT,LAKE,2019,60692570.395000994
MT,LEWIS AND CLARK,2006,68808573.95027174
MT,LEWIS AND CLARK,2007,83417886.747675
MT,LEWIS AND CLARK,2008,99035072.90076552
MT,LEWIS AND CLARK,2009,106403812.2603745
MT,LEWIS AND CLARK,2010,98534334.471389
MT,LEWIS AND CLARK,2011,97274078.9126205
MT,LEWIS AND CLARK,2012,110029410.29099552
MT,LEWIS AND CLARK,2013,117168396.9957265
MT,LEWIS AND CLARK,2014,115436989.663606
MT,LEWIS AND CLARK,2015,106659754.9444595
MT,LEWIS AND CLARK,2016,96903936.4864445
MT,LEWIS AND CLARK,2017,90052421.34817049
MT,LEWIS AND CLARK,2018,82101296.3627995
MT,LEWIS AND CLARK,2019,83042463.30028999
MT,LIBERTY,2006,635597.3133439999
MT,LIBERTY,2007,732244.4450139999
MT,LIBERTY,2008,842619.159195
MT,LIBERTY,2009,707775.088254
MT,LIBERTY,2010,810797.897992
MT,LIBERTY,2011,836201.139922
MT,LIBERTY,2012,773992.1723880001
MT,LIBERTY,2013,911836.986214
MT,LIBERTY,2014,1123547.843453
MT,LIBERTY,2015,1220515.3145499993
MT,LIBERTY,2016,1071783.8474789995
MT,LIBERTY,2017,720526.3828099999
MT,LIBERTY,2018,753097.7060999998
MT,LIBERTY,2019,1092028.9200629997
MT,LINCOLN,2006,23288871.9601025
MT,LINCOLN,2007,24760939.02503
MT,LINCOLN,2008,25925229.637935
MT,LINCOLN,2009,28798538.218466
MT,LINCOLN,2010,30721770.0506075
MT,LINCOLN,2011,31630650.363329
MT,LINCOLN,2012,31767904.7527835
MT,LINCOLN,2013,29359412.8309125
MT,LINCOLN,2014,28381004.913613997
MT,LINCOLN,2015,28623307.695656
MT,LINCOLN,2016,21212396.800506
MT,LINCOLN,2017,20039096.139152
MT,LINCOLN,2018,18461531.851062
MT,LINCOLN,2019,25701738.1741
MT,MADISON,2006,3975436.912071
MT,MADISON,2007,5387941.631521
MT,MADISON,2008,4219758.758854
MT,MADISON,2009,4722582.1912
MT,MADISON,2010,3859424.745347
MT,MADISON,2011,3194407.800818
MT,MADISON,2012,3592338.1026120004
MT,MADISON,2013,3053968.04288
MT,MADISON,2014,2957365.9944309997
MT,MADISON,2015,3163340.327636
MT,MADISON,2016,3084571.909282
MT,MADISON,2017,2942047.9236559994
MT,MADISON,2018,2487565.919326999
MT,MADISON,2019,2606227.0297709997
MT,MCCONE,2006,48464.24103999999
MT,MCCONE,2007,64470.46685
MT,MCCONE,2008,221434.811015
MT,MCCONE,2009,54302.76967
MT,MCCONE,2010,65702.06604
MT,MCCONE,2011,78846.16698200001
MT,MCCONE,2012,25236.419582
MT,MCCONE,2013,57880.173319
MT,MCCONE,2014,49612.088935
MT,MCCONE,2015,33685.03742499999
MT,MCCONE,2016,22338.8322
MT,MCCONE,2017,90131.07425199996
MT,MCCONE,2018,32498.648299999997
MT,MCCONE,2019,60177.368538
MT,MEAGHER,2006,390754.404107
MT,MEAGHER,2007,502889.327842
MT,MEAGHER,2008,444835.5190025
MT,MEAGHER,2009,392383.166988
MT,MEAGHER,2010,578065.87626
MT,MEAGHER,2011,795867.308465
MT,MEAGHER,2012,1147667.9334900002
MT,MEAGHER,2013,832085.336364
MT,MEAGHER,2014,835251.97842
MT,MEAGHER,2015,633123.9660999998
MT,MEAGHER,2016,598989.016943
MT,MEAGHER,2017,581026.5197999999
MT,MEAGHER,2018,374239.8734
MT,MEAGHER,2019,262476.91860000003
MT,MINERAL,2006,2158405.062472
MT,MINERAL,2007,3200357.591024
MT,MINERAL,2008,3486820.8747739997
MT,MINERAL,2009,3414730.633956
MT,MINERAL,2010,4098576.430247
MT,MINERAL,2011,4139165.1497985
MT,MINERAL,2012,3576183.3030749997
MT,MINERAL,2013,3977242.501209
MT,MINERAL,2014,2899904.3585345
MT,MINERAL,2015,2330822.951
MT,MINERAL,2016,1709703.9549299998
MT,MINERAL,2017,1552079.79723
MT,MINERAL,2018,2234576.7743
MT,MINERAL,2019,2549899.087645
MT,MISSOULA,2008,97803893.2115003
MT,MISSOULA,2009,106431625.96494149
MT,MISSOULA,2011,131978242.097389
MT,MISSOULA,2012,146304068.85261798
MT,MISSOULA,2013,131301575.122638
MT,MISSOULA,2014,122485011.2143445
MT,MISSOULA,2015,113172727.397289
MT,MISSOULA,2016,112487376.6459909
MT,MISSOULA,2017,112039694.46279898
MT,MISSOULA,2018,114141936.505913
MT,MUSSELSHELL,2006,2598274.8490875
MT,MUSSELSHELL,2007,2515396.797249
MT,MUSSELSHELL,2008,3188652.7026757
MT,MUSSELSHELL,2009,4450828.618573
MT,MUSSELSHELL,2010,5154989.689222
MT,MUSSELSHELL,2011,4695893.172651
MT,MUSSELSHELL,2012,4727888.19512
MT,MUSSELSHELL,2013,3611942.6504975
MT,MUSSELSHELL,2014,3843091.6684355
MT,MUSSELSHELL,2015,3722420.44101
MT,MUSSELSHELL,2016,3352604.795483
MT,MUSSELSHELL,2017,2584058.4330519997
MT,MUSSELSHELL,2018,2450379.9009999996
MT,MUSSELSHELL,2019,1339118.611931
MT,PARK,2006,8433067.749584
MT,PARK,2007,9691237.77948175
MT,PARK,2008,10136907.042263
MT,PARK,2009,10876637.7286745
MT,PARK,2010,13367949.862838998
MT,PARK,2011,13246369.879380498
MT,PARK,2012,14626127.404348
MT,PARK,2013,13430580.434112
MT,PARK,2014,11594141.258162
MT,PARK,2015,12034901.349051
MT,PARK,2016,11803907.401770998
MT,PARK,2017,11866381.546714
MT,PARK,2018,10691925.097065998
MT,PARK,2019,11398774.488223998
MT,PHILLIPS,2006,1599492.42327
MT,PHILLIPS,2007,1409899.695323
MT,PHILLIPS,2008,1323919.14964
MT,PHILLIPS,2009,1456128.90227
MT,PHILLIPS,2010,1668117.732242
MT,PHILLIPS,2011,1915045.836674
MT,PHILLIPS,2012,2487122.988571
MT,PHILLIPS,2013,2680248.197901
MT,PHILLIPS,2014,2642600.388404
MT,PHILLIPS,2015,3043709.174199999
MT,PHILLIPS,2016,3474286.898241
MT,PHILLIPS,2017,3197239.4436599994
MT,PHILLIPS,2018,2719616.40165
MT,PHILLIPS,2019,1810670.8492
MT,PONDERA,2006,3601307.941994
MT,PONDERA,2007,4710824.3075415
MT,PONDERA,2008,4614667.341865299
MT,PONDERA,2009,5670526.514885499
MT,PONDERA,2010,5432700.883719
MT,PONDERA,2011,5973356.7631749995
MT,PONDERA,2012,6842787.0234335
MT,PONDERA,2013,7310048.5454535
MT,PONDERA,2014,7252828.928755
MT,PONDERA,2015,6254698.1259916
MT,PONDERA,2016,5287573.978456
MT,PONDERA,2017,4242895.901135999
MT,PONDERA,2018,3519939.146105999
MT,PONDERA,2019,3299129.536656999
MT,POWDER RIVER,2006,1167211.03317
MT,POWDER RIVER,2007,1129131.83319
MT,POWDER RIVER,2008,983202.52024
MT,POWDER RIVER,2009,1463871.177853
MT,POWDER RIVER,2010,1110388.942791
MT,POWDER RIVER,2011,1113281.319648
MT,POWDER RIVER,2012,1259159.973016
MT,POWDER RIVER,2013,736486.265038
MT,POWDER RIVER,2014,792826.631757
MT,POWDER RIVER,2015,658377.8950999996
MT,POWDER RIVER,2016,429640.47185
MT,POWDER RIVER,2017,463907.74656899984
MT,POWDER RIVER,2018,445112.5319999998
MT,POWDER RIVER,2019,342923.6970999998
MT,POWELL,2006,3543069.552448
MT,POWELL,2007,4823408.088380001
MT,POWELL,2008,4539411.92187145
MT,POWELL,2009,5803080.731045
MT,POWELL,2010,7898951.776316
MT,POWELL,2011,7570500.6131545
MT,POWELL,2012,7032191.256097499
MT,POWELL,2013,7122430.446037
MT,POWELL,2014,6599891.441442
MT,POWELL,2015,5195777.165236999
MT,POWELL,2016,4419297.580561999
MT,POWELL,2017,3500390.2076419997
MT,POWELL,2018,3063812.924201
MT,POWELL,2019,3604617.357199999
MT,PRAIRIE,2007,0.192267
MT,PRAIRIE,2008,0.128178
MT,PRAIRIE,2010,6381.4436
MT,PRAIRIE,2011,11834.097
MT,PRAIRIE,2012,4517.43
MT,PRAIRIE,2017,8396.731199999998
MT,PRAIRIE,2018,636.9725
MT,PRAIRIE,2019,467.875
MT,RAVALLI,2006,26428274.57764775
MT,RAVALLI,2007,29515540.358726498
MT,RAVALLI,2008,31666149.7730725
MT,RAVALLI,2009,33030949.147141
MT,RAVALLI,2010,34387659.324746996
MT,RAVALLI,2011,37058741.8749205
MT,RAVALLI,2012,42492302.540024
MT,RAVALLI,2013,47488617.068479
MT,RAVALLI,2014,38130785.9908305
MT,RAVALLI,2015,35342532.65864584
MT,RAVALLI,2016,34518353.802573495
MT,RAVALLI,2017,32312177.750335496
MT,RAVALLI,2018,32587734.663754396
MT,RAVALLI,2019,31068560.476368997
MT,RICHLAND,2006,4041873.399471
MT,RICHLAND,2007,4721794.035773
MT,RICHLAND,2008,4927915.516367
MT,RICHLAND,2009,6038177.538434
MT,RICHLAND,2010,6266570.866486999
MT,RICHLAND,2011,7408243.669375999
MT,RICHLAND,2012,7096796.416077
MT,RICHLAND,2013,6393689.4427
MT,RICHLAND,2014,6561325.144734001
MT,RICHLAND,2015,6636079.855154999
MT,RICHLAND,2016,6223359.653527998
MT,RICHLAND,2017,5413044.7670789985
MT,RICHLAND,2018,5664489.104781998
MT,RICHLAND,2019,3909099.368704999
MT,ROOSEVELT,2006,3361818.135532
MT,ROOSEVELT,2007,3129226.50037165
MT,ROOSEVELT,2008,2729471.717166
MT,ROOSEVELT,2009,6079069.1570999995
MT,ROOSEVELT,2010,8681134.460156
MT,ROOSEVELT,2011,12130542.032086
MT,ROOSEVELT,2012,10913879.19443
MT,ROOSEVELT,2013,11324066.636153
MT,ROOSEVELT,2014,11514176.682242
MT,ROOSEVELT,2015,10209671.31846135
MT,ROOSEVELT,2016,10554173.435044
MT,ROOSEVELT,2017,12303969.047893
MT,ROOSEVELT,2018,16562128.498167
MT,ROOSEVELT,2019,19286371.214313
MT,ROSEBUD,2006,3937860.06879
MT,ROSEBUD,2007,4464046.697341
MT,ROSEBUD,2008,4108283.784391
MT,ROSEBUD,2009,4591457.312406
MT,ROSEBUD,2010,5221675.259129
MT,ROSEBUD,2011,5481000.3843735
MT,ROSEBUD,2012,5922188.965529
MT,ROSEBUD,2013,6044630.196066
MT,ROSEBUD,2014,5836507.990397501
MT,ROSEBUD,2015,5813884.096045
MT,ROSEBUD,2016,5436649.8537005
MT,ROSEBUD,2017,4925991.414675
MT,ROSEBUD,2018,5109692.633934
MT,ROSEBUD,2019,5184987.339822499
MT,SANDERS,2006,5860134.4618525
MT,SANDERS,2007,8005304.878151
MT,SANDERS,2008,10195087.334237
MT,SANDERS,2009,9140864.2466105
MT,SANDERS,2010,9972538.5848225
MT,SANDERS,2011,10254964.95753
MT,SANDERS,2012,11640957.600427
MT,SANDERS,2013,10911419.915593
MT,SANDERS,2014,9925509.1786525
MT,SANDERS,2015,8665621.831129
MT,SANDERS,2016,7854565.35477
MT,SANDERS,2017,7242287.153225999
MT,SANDERS,2018,6596328.727725
MT,SANDERS,2019,6059773.156011
MT,SHERIDAN,2006,1177603.756927
MT,SHERIDAN,2007,1801049.44426
MT,SHERIDAN,2008,2615020.0223399997
MT,SHERIDAN,2009,2370624.1154039996
MT,SHERIDAN,2010,2171000.854499
MT,SHERIDAN,2011,2256193.469335
MT,SHERIDAN,2012,3242927.7610299997
MT,SHERIDAN,2013,3312058.219883
MT,SHERIDAN,2014,1907310.214085
MT,SHERIDAN,2015,1979804.5355350005
MT,SHERIDAN,2016,1744701.03035
MT,SHERIDAN,2017,1530544.2440479998
MT,SHERIDAN,2018,1732498.3753439998
MT,SHERIDAN,2019,1770800.549872
MT,SILVER BOW,2006,29950759.527069498
MT,SILVER BOW,2007,34432637.2167094
MT,SILVER BOW,2008,40354089.63364
MT,SILVER BOW,2009,42081861.4736315
MT,SILVER BOW,2010,40844216.126669
MT,SILVER BOW,2011,41464461.468498
MT,SILVER BOW,2012,43258185.6417505
MT,SILVER BOW,2013,42517774.905504495
MT,SILVER BOW,2014,41299655.8721535
MT,SILVER BOW,2015,41872477.1114235
MT,SILVER BOW,2016,36451437.91864099
MT,SILVER BOW,2017,30441332.222732496
MT,SILVER BOW,2018,26400422.529798497
MT,SILVER BOW,2019,28935527.816063996
MT,STILLWATER,2006,3420582.285478
MT,STILLWATER,2007,2568602.155558
MT,STILLWATER,2008,3218219.0803889995
MT,STILLWATER,2009,3494491.897261
MT,STILLWATER,2010,3585633.260167
MT,STILLWATER,2011,3962948.03297
MT,STILLWATER,2012,4395927.82424
MT,STILLWATER,2013,5115477.869078999
MT,STILLWATER,2014,4945206.198975
MT,STILLWATER,2015,5033289.076839998
MT,STILLWATER,2016,5030288.446915998
MT,STILLWATER,2017,4831070.123241
MT,STILLWATER,2018,4315111.249140999
MT,STILLWATER,2019,4031030.624311
MT,SWEET GRASS,2006,1545981.502574
MT,SWEET GRASS,2007,1639085.69694
MT,SWEET GRASS,2008,1229761.831504
MT,SWEET GRASS,2009,756239.076148
MT,SWEET GRASS,2010,1152042.07727
MT,SWEET GRASS,2011,1243878.577373
MT,SWEET GRASS,2012,1193952.175312
MT,SWEET GRASS,2013,1209402.085873
MT,SWEET GRASS,2014,1486389.674715
MT,SWEET GRASS,2015,1441081.2824999995
MT,SWEET GRASS,2016,1649545.53552
MT,SWEET GRASS,2017,1531954.5305539998
MT,SWEET GRASS,2018,1469727.1968539995
MT,SWEET GRASS,2019,1237375.6845339995
MT,TETON,2006,2706389.474199
MT,TETON,2007,2805964.572355
MT,TETON,2008,2451678.5257
MT,TETON,2009,2822743.1990575
MT,TETON,2010,3894293.1349185
MT,TETON,2011,4173033.013878
MT,TETON,2012,4052874.510085999
MT,TETON,2013,4221096.713213
MT,TETON,2014,4483217.2559895
MT,TETON,2015,4666794.821404999
MT,TETON,2016,4651590.113726999
MT,TETON,2017,3172722.278372
MT,TETON,2018,1369326.995095
MT,TETON,2019,1147235.888786
MT,TOOLE,2006,1754052.416583
MT,TOOLE,2007,2120977.1186148003
MT,TOOLE,2008,2506708.071205
MT,TOOLE,2009,2723862.413248
MT,TOOLE,2010,3790327.291376
MT,TOOLE,2011,3595812.158712
MT,TOOLE,2012,3625156.270117
MT,TOOLE,2013,3985585.966885
MT,TOOLE,2014,4500245.646683
MT,TOOLE,2015,4953854.484467999
MT,TOOLE,2016,4757103.515710999
MT,TOOLE,2017,5877700.06164
MT,TOOLE,2018,4951177.497811999
MT,TOOLE,2019,2664689.558804
MT,TREASURE,2009,22.5
MT,TREASURE,2010,575.968
MT,TREASURE,2011,112.69125
MT,TREASURE,2012,112.69125
MT,TREASURE,2016,286.461041
MT,TREASURE,2017,1145.84415
MT,TREASURE,2018,572.922068
MT,TREASURE,2019,6.016
MT,VALLEY,2006,4331186.2390415
MT,VALLEY,2007,5736451.651741
MT,VALLEY,2008,7133541.2856785
MT,VALLEY,2009,8585964.048073
MT,VALLEY,2010,7994553.497051
MT,VALLEY,2011,8014635.651519
MT,VALLEY,2012,7962085.070058
MT,VALLEY,2013,8192444.125460999
MT,VALLEY,2014,9213098.930429
MT,VALLEY,2015,9893561.22578
MT,VALLEY,2016,8668899.662932
MT,VALLEY,2017,8123157.872490999
MT,VALLEY,2018,7564299.341246
MT,VALLEY,2019,6787652.553703999
MT,WHEATLAND,2006,225.3825
MT,WHEATLAND,2007,90.0
MT,WHEATLAND,2008,1200.912
MT,WHEATLAND,2009,750.768
MT,WHEATLAND,2010,1015.09125
MT,WHEATLAND,2011,650401.4479
MT,WHEATLAND,2012,975464.11577
MT,WHEATLAND,2013,617923.79498
MT,WHEATLAND,2014,498525.556339
MT,WHEATLAND,2015,518227.2995749999
MT,WHEATLAND,2016,668799.3054
MT,WHEATLAND,2017,670681.8802969999
MT,WHEATLAND,2018,629649.7873
MT,WHEATLAND,2019,599992.771034
MT,WIBAUX,2006,491.970592
MT,YELLOWSTONE,2006,130931565.29020636
MT,YELLOWSTONE,2007,141458655.9335215
MT,YELLOWSTONE,2008,168422009.67229626
MT,YELLOWSTONE,2009,145772444.20056325
MT,YELLOWSTONE,2010,168421457.04122
MT,YELLOWSTONE,2012,193320404.26124448
MT,YELLOWSTONE,2013,195158266.176638
MT,YELLOWSTONE,2014,204787725.45811048
MT,YELLOWSTONE,2015,205628906.9873611
MT,YELLOWSTONE,2016,193607928.76356408
MT,YELLOWSTONE,2017,180512277.182932
MT,YELLOWSTONE,2018,170995443.170442
MT,YELLOWSTONE,2019,172524212.343076
NC,ALAMANCE,2006,86644663.30581725
NC,ALAMANCE,2007,99799188.5034425
NC,ALAMANCE,2009,114816979.55427974
NC,ALAMANCE,2010,115311305.1108625
NC,ALAMANCE,2011,128799466.38711648
NC,ALAMANCE,2012,139221136.8331245
NC,ALAMANCE,2013,139506013.2649495
NC,ALAMANCE,2014,147895089.065586
NC,ALAMANCE,2015,156518058.01931828
NC,ALAMANCE,2016,155345667.31893498
NC,ALAMANCE,2017,152055574.47180998
NC,ALAMANCE,2018,143953758.522317
NC,ALAMANCE,2019,150940386.91445348
NC,ALEXANDER,2006,25224561.497393
NC,ALEXANDER,2007,25023751.91354
NC,ALEXANDER,2008,23093352.8777375
NC,ALEXANDER,2009,22834455.43099
NC,ALEXANDER,2010,26154515.0012785
NC,ALEXANDER,2011,28177412.7514225
NC,ALEXANDER,2012,29591413.1865535
NC,ALEXANDER,2013,28403622.4439785
NC,ALEXANDER,2014,30966799.324881498
NC,ALEXANDER,2015,34184255.146601
NC,ALEXANDER,2016,38315169.560322
NC,ALEXANDER,2017,30247704.277737
NC,ALEXANDER,2018,56679264.9856295
NC,ALEXANDER,2019,67016802.132744
NC,ALLEGHANY,2006,6185087.8549534995
NC,ALLEGHANY,2007,7547822.5038755005
NC,ALLEGHANY,2008,6408976.063893
NC,ALLEGHANY,2009,7015056.698168
NC,ALLEGHANY,2010,8290673.06823175
NC,ALLEGHANY,2011,10309133.33267675
NC,ALLEGHANY,2012,9031130.306714747
NC,ALLEGHANY,2013,9932656.297282
NC,ALLEGHANY,2014,9131823.4647025
NC,ALLEGHANY,2015,9035072.839941
NC,ALLEGHANY,2016,8521366.776258
NC,ALLEGHANY,2017,8987313.729244
NC,ALLEGHANY,2018,7960921.861219999
NC,ALLEGHANY,2019,7584252.857522999
NC,ANSON,2006,8006875.929761
NC,ANSON,2007,9300485.638177
NC,ANSON,2008,9353620.63586125
NC,ANSON,2009,10463399.65144625
NC,ANSON,2010,11306747.7095375
NC,ANSON,2011,11704697.7437985
NC,ANSON,2012,13534734.0240975
NC,ANSON,2013,14244059.7893835
NC,ANSON,2014,14741959.923259
NC,ANSON,2015,14628189.738537498
NC,ANSON,2016,11996740.2113465
NC,ANSON,2017,11362055.407223498
NC,ANSON,2018,10346562.747695
NC,ANSON,2019,10242398.987774
NC,ASHE,2006,15400503.674536
NC,ASHE,2007,16990407.02128725
NC,ASHE,2008,18970565.460733
NC,ASHE,2009,21376997.7611535
NC,ASHE,2010,22526806.935519498
NC,ASHE,2011,22163300.180808
NC,ASHE,2012,24324612.503956
NC,ASHE,2013,24207977.9587335
NC,ASHE,2014,25063358.565444
NC,ASHE,2015,29411556.421510596
NC,ASHE,2016,40410572.86681699
NC,ASHE,2017,45071310.573047
NC,ASHE,2018,42968157.69578099
NC,ASHE,2019,47747000.035974994
NC,AVERY,2006,16742756.4832725
NC,AVERY,2007,19402994.478393
NC,AVERY,2008,19497065.1681485
NC,AVERY,2009,21103161.1768395
NC,AVERY,2010,20552015.81450425
NC,AVERY,2011,19898793.629023
NC,AVERY,2012,23835751.880509
NC,AVERY,2013,23702753.071976
NC,AVERY,2014,25247601.611362
NC,AVERY,2015,35743408.4334
NC,AVERY,2016,44539277.0711436
NC,AVERY,2017,63200387.31387099
NC,AVERY,2018,81657707.3670586
NC,AVERY,2019,65822369.393491
NC,BEAUFORT,2006,34346421.5221215
NC,BEAUFORT,2007,37273523.32735375
NC,BEAUFORT,2008,39678673.06420925
NC,BEAUFORT,2009,44004194.54905525
NC,BEAUFORT,2010,44078327.9404425
NC,BEAUFORT,2011,50342559.1061925
NC,BEAUFORT,2012,56249899.10079325
NC,BEAUFORT,2013,64365841.598928995
NC,BEAUFORT,2014,68584442.20689249
NC,BEAUFORT,2015,72793871.3412935
NC,BEAUFORT,2016,89226104.922972
NC,BEAUFORT,2017,97572631.1232615
NC,BEAUFORT,2018,89202106.93296649
NC,BEAUFORT,2019,102022739.702361
NC,BERTIE,2006,5271950.088333
NC,BERTIE,2007,7151186.295109
NC,BERTIE,2008,7396330.661583
NC,BERTIE,2009,7401341.726049
NC,BERTIE,2010,7515074.610312
NC,BERTIE,2011,8069082.3264815
NC,BERTIE,2012,7416345.876316
NC,BERTIE,2013,8194391.33046
NC,BERTIE,2014,8826064.729652
NC,BERTIE,2015,9069592.8960095
NC,BERTIE,2016,8985486.733295998
NC,BERTIE,2017,8099108.201199997
NC,BERTIE,2018,6524798.584208999
NC,BERTIE,2019,5878632.1910149995
NC,BLADEN,2006,25892150.21627455
NC,BLADEN,2007,29139082.09212475
NC,BLADEN,2008,30221193.71593725
NC,BLADEN,2009,32115734.0133865
NC,BLADEN,2010,33662447.37875225
NC,BLADEN,2011,39836759.28184275
NC,BLADEN,2012,43890512.190553
NC,BLADEN,2013,45138584.47600625
NC,BLADEN,2014,46677164.090574
NC,BLADEN,2015,46877904.58548
NC,BLADEN,2016,40446017.060218
NC,BLADEN,2017,57861058.409107
NC,BLADEN,2018,93456737.1335125
NC,BLADEN,2019,60795029.833553
NC,BRUNSWICK,2006,103133155.13845123
NC,BRUNSWICK,2007,113267625.284004
NC,BRUNSWICK,2008,127812052.59474276
NC,BRUNSWICK,2009,159327328.37101173
NC,BRUNSWICK,2010,175979564.129895
NC,BRUNSWICK,2011,185771844.01219076
NC,BRUNSWICK,2012,202533039.23140925
NC,BRUNSWICK,2013,206142823.674634
NC,BRUNSWICK,2014,213634620.1803735
NC,BRUNSWICK,2015,219563148.3505496
NC,BRUNSWICK,2016,227994291.6839216
NC,BRUNSWICK,2017,245536222.96914747
NC,BRUNSWICK,2018,263873329.32086247
NC,BRUNSWICK,2019,329552749.84237444
NC,BUNCOMBE,2006,408996421.0741076
NC,BUNCOMBE,2007,433143770.0708633
NC,BUNCOMBE,2008,461422523.79177475
NC,BUNCOMBE,2013,837758917.952623
NC,BUNCOMBE,2014,828370658.779942
NC,BUNCOMBE,2015,894805159.895562
NC,BUNCOMBE,2016,886061645.9857371
NC,BUNCOMBE,2017,889139719.2472255
NC,BUNCOMBE,2018,903305362.799718
NC,BUNCOMBE,2019,923802732.4898524
NC,BURKE,2006,90764205.2273285
NC,BURKE,2007,104720915.75742877
NC,BURKE,2008,106006939.781153
NC,BURKE,2009,122123973.983765
NC,BURKE,2010,132128580.35163523
NC,BURKE,2011,147038765.09659374
NC,BURKE,2012,155349061.289944
NC,BURKE,2013,158022330.503492
NC,BURKE,2014,159245846.520451
NC,BURKE,2015,168159160.8848235
NC,BURKE,2016,171193080.142431
NC,BURKE,2017,147029131.578134
NC,BURKE,2018,153053609.092996
NC,BURKE,2019,188164748.08203095
NC,CABARRUS,2019,302346605.3687935
NC,CALDWELL,2006,69442870.0884235
NC,CALDWELL,2007,79177881.061602
NC,CALDWELL,2008,78772563.15653725
NC,CALDWELL,2009,86188705.93056725
NC,CALDWELL,2010,89827460.778511
NC,CALDWELL,2011,96788423.952506
NC,CALDWELL,2012,106097264.748782
NC,CALDWELL,2013,110915761.899573
NC,CALDWELL,2014,119420354.5856505
NC,CALDWELL,2015,146157086.588397
NC,CALDWELL,2016,151927368.27278548
NC,CALDWELL,2017,148535849.603385
NC,CAMDEN,2017,271533.6371899999
NC,CAMDEN,2018,1868450.3743659996
NC,CAMDEN,2019,2438166.244604999
NC,CARTERET,2006,79272797.29781274
NC,CARTERET,2007,87119536.89605
NC,CARTERET,2008,83198756.5441885
NC,CARTERET,2009,91421514.47343224
NC,CARTERET,2010,85802053.9504545
NC,CARTERET,2011,88035835.512703
NC,CARTERET,2012,92081868.8717535
NC,CARTERET,2013,99767315.238319
NC,CARTERET,2014,103345743.1271305
NC,CARTERET,2015,117332444.298123
NC,CARTERET,2016,116585561.300509
NC,CARTERET,2017,121748368.44648749
NC,CARTERET,2018,120147960.565518
NC,CARTERET,2019,126914142.92433
NC,CASWELL,2006,6491789.8034984
NC,CASWELL,2007,7329305.004181
NC,CASWELL,2008,8787366.1672135
NC,CASWELL,2009,9411768.859438
NC,CASWELL,2010,9625918.5870675
NC,CASWELL,2011,8685782.599563
NC,CASWELL,2012,10769486.039239
NC,CASWELL,2013,12719714.612478
NC,CASWELL,2014,13900115.422563
NC,CASWELL,2015,15453161.096325
NC,CASWELL,2016,13156160.864045998
NC,CASWELL,2017,14135703.878104
NC,CASWELL,2018,13037777.665177
NC,CASWELL,2019,11729823.590206
NC,CATAWBA,2006,170711804.46378246
NC,CATAWBA,2007,184208093.866449
NC,CATAWBA,2008,183886781.734818
NC,CATAWBA,2009,218458679.42492577
NC,CATAWBA,2010,236929788.9098202
NC,CATAWBA,2011,269070983.6993532
NC,CATAWBA,2012,312894011.84416723
NC,CATAWBA,2013,330725995.93447196
NC,CATAWBA,2014,339030622.4040605
NC,CATAWBA,2015,342110336.35229796
NC,CATAWBA,2016,350772168.08661145
NC,CATAWBA,2017,340948976.955328
NC,CATAWBA,2018,324394605.94234246
NC,CATAWBA,2019,365412949.360482
NC,CHATHAM,2006,19541939.367809
NC,CHATHAM,2007,23320878.9351675
NC,CHATHAM,2008,24374489.3909755
NC,CHATHAM,2009,30989906.143884
NC,CHATHAM,2010,32672629.898878
NC,CHATHAM,2011,36429813.25452
NC,CHATHAM,2012,37569180.3160885
NC,CHATHAM,2013,39205685.399301
NC,CHATHAM,2014,37530225.510398
NC,CHEROKEE,2006,52610013.63238575
NC,CHEROKEE,2007,57443664.10003739
NC,CHEROKEE,2008,50920978.1779145
NC,CHEROKEE,2009,60308300.085134
NC,CHEROKEE,2010,63409107.106154
NC,CHEROKEE,2011,65976184.20444215
