Buyer State,Buyer County,Year,Total_MME
WA,SNOHOMISH,2015,2858387.865345634
WA,SPOKANE,2006,728890.6278671329
WA,SPOKANE,2007,691972.415018958
WA,SPOKANE,2008,625094.1790557
WA,SPOKANE,2009,641729.358233285
WA,SPOKANE,2010,1290956.489241253
WA,SPOKANE,2011,668389.9294471925
WA,SPOKANE,2012,667079.0366026754
WA,SPOKANE,2013,665465.2713073518
WA,SPOKANE,2014,681029.2514867795
WA,SPOKANE,2015,714326.5491406547
WA,STEVENS,2006,59205.375510421
WA,STEVENS,2008,60586.4731266515
WA,THURSTON,2006,186336.1804835966
WA,THURSTON,2007,202812.0035201651
WA,THURSTON,2008,213950.97066419534
WA,THURSTON,2009,219609.026533952
WA,THURSTON,2010,463766.673313797
WA,THURSTON,2011,228749.75485322674
WA,THURSTON,2012,236424.4672823945
WA,THURSTON,2013,241594.88262837048
WA,THURSTON,2014,252094.711412576
WA,THURSTON,2015,263259.313535549
WA,WALLA WALLA,2014,77658.8598347385
WA,WHATCOM,2006,135537.3093410845
WA,WHATCOM,2007,169785.9963912955
WA,WHATCOM,2008,177373.4776262285
WA,WHATCOM,2009,183677.2856214155
WA,WHATCOM,2010,368372.499836682
WA,WHATCOM,2011,190862.12194305198
WA,WHATCOM,2012,196088.8111955185
WA,WHATCOM,2013,223386.47870663748
WA,WHATCOM,2014,231512.531762938
WA,WHATCOM,2015,243622.54034269007
WA,YAKIMA,2006,144352.3630338771
WA,YAKIMA,2007,157816.75662065975
WA,YAKIMA,2008,159719.96770821104
WA,YAKIMA,2009,180606.983580769
WA,YAKIMA,2010,375479.4677924642
WA,YAKIMA,2011,201808.4244528495
WA,YAKIMA,2012,202421.25371977699
WA,YAKIMA,2013,202856.703528753
WA,YAKIMA,2014,225998.592465679
WA,YAKIMA,2015,234197.9402815295
